"14339","Crafts",,,,,,,"14339","14339"
"11783","Crafts","Art Supplies",,,,,,"11783","14339"
"160639","Crafts","Art Supplies","ACEO, Art Cards",,,,,"160639","11783"
"28111","Crafts","Art Supplies","Airbrushing",,,,,"28111","11783"
"75570","Crafts","Art Supplies","Altered Art & Collage",,,,,"75570","11783"
"160640","Crafts","Art Supplies","Books & Videos",,,,,"160640","11783"
"160925","Crafts","Art Supplies","Canvases, Pads & Paper",,,,,"160925","11783"
"48092","Crafts","Art Supplies","Canvases, Pads & Paper","Canvases",,,,"48092","160925"
"57208","Crafts","Art Supplies","Canvases, Pads & Paper","Pads & Sketchbooks",,,,"57208","160925"
"115058","Crafts","Art Supplies","Canvases, Pads & Paper","Paper & Boards",,,,"115058","160925"
"160926","Crafts","Art Supplies","Canvases, Pads & Paper","Other",,,,"160926","160925"
"28126","Crafts","Art Supplies","Decorative & Tole Painting",,,,,"28126","11783"
"41213","Crafts","Art Supplies","Decorative & Tole Painting","Paint Brushes",,,,"41213","28126"
"28127","Crafts","Art Supplies","Decorative & Tole Painting","Patterns & Instructions",,,,"28127","28126"
"28128","Crafts","Art Supplies","Decorative & Tole Painting","Ready to Paint Items",,,,"28128","28126"
"41214","Crafts","Art Supplies","Decorative & Tole Painting","Stencils",,,,"41214","28126"
"41215","Crafts","Art Supplies","Decorative & Tole Painting","Tole Decals & Transfers",,,,"41215","28126"
"1364","Crafts","Art Supplies","Decorative & Tole Painting","Other",,,,"1364","28126"
"162079","Crafts","Art Supplies","Drafting",,,,,"162079","11783"
"28106","Crafts","Art Supplies","Drawing",,,,,"28106","11783"
"41203","Crafts","Art Supplies","Drawing","Calligraphy Sets",,,,"41203","28106"
"28107","Crafts","Art Supplies","Drawing","Pastels",,,,"28107","28106"
"28108","Crafts","Art Supplies","Drawing","Pencils & Charcoal",,,,"28108","28106"
"28109","Crafts","Art Supplies","Drawing","Pens & Markers",,,,"28109","28106"
"11784","Crafts","Art Supplies","Drawing","Other",,,,"11784","28106"
"41204","Crafts","Art Supplies","Easels",,,,,"41204","11783"
"160641","Crafts","Art Supplies","Mediums, Varnishes & Fixatives",,,,,"160641","11783"
"10900","Crafts","Art Supplies","Paint by Number",,,,,"10900","11783"
"28110","Crafts","Art Supplies","Painting",,,,,"28110","11783"
"31401","Crafts","Art Supplies","Painting","Acrylic Paint",,,,"31401","28110"
"71179","Crafts","Art Supplies","Painting","Brushes, Palettes & Knives",,,,"71179","28110"
"134558","Crafts","Art Supplies","Painting","Gouache Paint",,,,"134558","28110"
"28112","Crafts","Art Supplies","Painting","Oil Paint",,,,"28112","28110"
"28113","Crafts","Art Supplies","Painting","Watercolor Paint",,,,"28113","28110"
"11785","Crafts","Art Supplies","Painting","Other",,,,"11785","28110"
"160642","Crafts","Art Supplies","Screen Printing",,,,,"160642","11783"
"160643","Crafts","Art Supplies","Sculpture",,,,,"160643","11783"
"16508","Crafts","Art Supplies","Other",,,,,"16508","11783"
"31723","Crafts","Beads & Jewelry Making",,,,,,"31723","14339"
"160644","Crafts","Beads & Jewelry Making","Beads, Pearls & Charms",,,,,"160644","31723"
"146290","Crafts","Beads & Jewelry Making","Beads, Pearls & Charms","Beads",,,,"146290","160644"
"134299","Crafts","Beads & Jewelry Making","Beads, Pearls & Charms","Charms",,,,"134299","160644"
"134294","Crafts","Beads & Jewelry Making","Beads, Pearls & Charms","Cultured & Freshwater Pearls",,,,"134294","160644"
"83891","Crafts","Beads & Jewelry Making","Beads, Pearls & Charms","Pendants",,,,"83891","160644"
"160645","Crafts","Beads & Jewelry Making","Beads, Pearls & Charms","Other",,,,"160645","160644"
"134292","Crafts","Beads & Jewelry Making","Books & Magazines",,,,,"134292","31723"
"150059","Crafts","Beads & Jewelry Making","Cord, Thread & Wire",,,,,"150059","31723"
"150046","Crafts","Beads & Jewelry Making","Jewelry Findings",,,,,"150046","31723"
"160678","Crafts","Beads & Jewelry Making","Jewelry Findings","Bead Caps",,,,"160678","150046"
"150069","Crafts","Beads & Jewelry Making","Jewelry Findings","Chains",,,,"150069","150046"
"150049","Crafts","Beads & Jewelry Making","Jewelry Findings","Clasps & Hooks",,,,"150049","150046"
"150052","Crafts","Beads & Jewelry Making","Jewelry Findings","Crimp & End Beads",,,,"150052","150046"
"150047","Crafts","Beads & Jewelry Making","Jewelry Findings","Connectors, Bails",,,,"150047","150046"
"150051","Crafts","Beads & Jewelry Making","Jewelry Findings","Earring Findings",,,,"150051","150046"
"150055","Crafts","Beads & Jewelry Making","Jewelry Findings","Jump Rings & Split Rings",,,,"150055","150046"
"150054","Crafts","Beads & Jewelry Making","Jewelry Findings","Pins & Needles",,,,"150054","150046"
"146301","Crafts","Beads & Jewelry Making","Jewelry Findings","Spacer Beads",,,,"146301","150046"
"150085","Crafts","Beads & Jewelry Making","Jewelry Findings","Other",,,,"150085","150046"
"162090","Crafts","Beads & Jewelry Making","Kits & Instructions",,,,,"162090","31723"
"162091","Crafts","Beads & Jewelry Making","Kits & Instructions","Beading Kits",,,,"162091","162090"
"162092","Crafts","Beads & Jewelry Making","Kits & Instructions","Beading Kits","Banners",,,"162092","162091"
"162093","Crafts","Beads & Jewelry Making","Kits & Instructions","Beading Kits","Ornaments",,,"162093","162091"
"162094","Crafts","Beads & Jewelry Making","Kits & Instructions","Beading Kits","Other",,,"162094","162091"
"162095","Crafts","Beads & Jewelry Making","Kits & Instructions","Instructions & Project Books",,,,"162095","162090"
"162096","Crafts","Beads & Jewelry Making","Kits & Instructions","Jewelry Making Kits",,,,"162096","162090"
"162097","Crafts","Beads & Jewelry Making","Kits & Instructions","Jewelry Making Kits","Bracelets",,,"162097","162096"
"162098","Crafts","Beads & Jewelry Making","Kits & Instructions","Jewelry Making Kits","Earrings",,,"162098","162096"
"162099","Crafts","Beads & Jewelry Making","Kits & Instructions","Jewelry Making Kits","Necklaces & Pendants",,,"162099","162096"
"162100","Crafts","Beads & Jewelry Making","Kits & Instructions","Jewelry Making Kits","Rings",,,"162100","162096"
"162101","Crafts","Beads & Jewelry Making","Kits & Instructions","Jewelry Making Kits","Mixed Jewelry Kits",,,"162101","162096"
"162102","Crafts","Beads & Jewelry Making","Kits & Instructions","Jewelry Making Kits","Other",,,"162102","162096"
