"293","Consumer Electronics",,,,,,,"293","293"
"15052","Consumer Electronics","Portable Audio & Headphones",,,,,,"15052","293"
"112529","Consumer Electronics","Portable Audio & Headphones","Headphones",,,,,"112529","15052"
"73839","Consumer Electronics","Portable Audio & Headphones","iPods & MP3 Players",,,,,"73839","15052"
"56169","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories",,,,,"56169","15052"
"73834","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Accessory Bundles",,,,"73834","56169"
"168093","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Armbands",,,,"168093","56169"
"111694","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Audio Docks & Mini Speakers",,,,"111694","56169"
"56172","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Cables & Adapters",,,,"56172","56169"
"56170","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Cases, Covers & Skins",,,,"56170","56169"
"73835","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Cassette Adapters",,,,"73835","56169"
"124270","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Chargers & Cradles",,,,"124270","56169"
"118261","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Device-Specific Batteries",,,,"118261","56169"
"73836","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","FM Transmitters",,,,"73836","56169"
"173632","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Headphone Cord Winders",,,,"173632","56169"
"122654","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Mini Plug-in Microphones",,,,"122654","56169"
"131093","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Mounts & Holders",,,,"131093","56169"
"79877","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Remotes",,,,"79877","56169"
"168096","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Screen Protectors",,,,"168096","56169"
"48680","Consumer Electronics","Portable Audio & Headphones","iPod, Audio Player Accessories","Other",,,,"48680","56169"
"15053","Consumer Electronics","Portable Audio & Headphones","Personal Cassette Players",,,,,"15053","15052"
"15054","Consumer Electronics","Portable Audio & Headphones","Personal CD Players",,,,,"15054","15052"
"15056","Consumer Electronics","Portable Audio & Headphones","Personal MiniDisc Recorders",,,,,"15056","15052"
"96954","Consumer Electronics","Portable Audio & Headphones","Portable AM/FM Radios",,,,,"96954","15052"
"109256","Consumer Electronics","Portable Audio & Headphones","Portable Satellite Radios",,,,,"109256","15052"
"48626","Consumer Electronics","Portable Audio & Headphones","Portable Stereos, Boomboxes",,,,,"48626","15052"
"163769","Consumer Electronics","Portable Audio & Headphones","Replacement Parts & Tools",,,,,"163769","15052"
"3281","Consumer Electronics","Portable Audio & Headphones","Other",,,,,"3281","15052"
"32852","Consumer Electronics","TV, Video & Home Audio",,,,,,"32852","293"
"11071","Consumer Electronics","TV, Video & Home Audio","Televisions",,,,,"11071","32852"
"39804","Consumer Electronics","TV, Video & Home Audio","Cable TV Boxes",,,,,"39804","32852"
"175711","Consumer Electronics","TV, Video & Home Audio","DVD & Blu-ray Players",,,,,"175711","32852"
"11725","Consumer Electronics","TV, Video & Home Audio","DVRs, Hard Drive Recorders",,,,,"11725","32852"
"14969","Consumer Electronics","TV, Video & Home Audio","Home Audio Stereos, Components",,,,,"14969","32852"
"14970","Consumer Electronics","TV, Video & Home Audio","Home Audio Stereos, Components","Amplifiers & Preamps",,,,"14970","14969"
"48645","Consumer Electronics","TV, Video & Home Audio","Home Audio Stereos, Components","Cassette Tape Decks",,,,"48645","14969"
